,skill_info_processed
5853,lotsendienst planen -- planung navigationsweg schiff berücksichtigung gezeit witterungsbedingung -- 
5854,"hinsichtlich leihgab kunstausstellung beraten -- bewertung zustand kunstobjekt ausstellung leihgabe entscheiden -- kunstwerk transportfähig belastung ausstellung standhalten -- 
    "
5855,produktspezifikation überprüfen -- überprüfen höhe -- farbe sonstig attribut endprodukt anhand spezifikation -- 
5856,operativ geschäftsplan umsetzen -- umsetzen strategisch operativ geschäftsplan organisation einbeziehen delegieren person -- überwachen fortschritt bedarf anpassen plan -- bewerten -- inwieweit strategisch ziel erreichen -- lernen fehler -- feier erfolg anerkennen beitrag anderer -- 
5857,aufzeichnung regieanweisunge führen -- erstellen aktualisieren aufzeichnung regieanweisunge bezug position darsteller requisit szene -- weiterleiten aufzeichnung regisseur -- technisch leiter darsteller -- 
5858,krankenpflegeplan entwerfen -- planen pflege -- festlegen pflegeziel -- entscheiden notwendig pflegemaßnahme -- berücksichtigen gesundheitserziehung präventionsmaßnahm gewährleist kontinuierlich vollständig pflege -- 
5859,reagierend webdesign pflegen -- sicherstelle -- website neu stand technik basieren verschieden plattform mobilgerät ausführen -- 
5860,technik diagnostisch immunologie -- technik diagnose immunologie-krankheit immunfluoreszenz -- fluoreszenzmikroskopie -- durchflusszytometrie -- enzyme-linked immunosorbent assay -- elisa -- -- radioimmunassay -- ria -- analyse plasmaproteine -- 
5861,betriebsvorgäng deck -- kenntnis tätigkeit deck schiff -- verständnis hierarchie schiffsbesatzung aufgabe -- verschieden funktion deck erfüllen -- planung koordinierung schiffsbetrieb kommunikation schiff -- 
5862,postproduktion-team engagieren -- einstellen personal postproduktion-team -- 
5863,maschinensicherheit gewähren -- gewährleist sicherheit maschine ausrüstung standort -- 
5864,bürosystem verwalten -- verwalten warten verschieden bürosystem -- reibungslos täglich bürobetrieb erforderlich -- intern kommunikationssystem -- software gemeinsam nutzung innerhalb unternehmen büronetzwerk -- 
5865,vertraulich datenbehandlung schulen -- informieren schule nutzer bezug datenrisike -- insbesondere risiko zusammenhang vertraulichkeit -- integrität verfügbarkeit datum -- aufklären gewährleistung datenschutz -- 
5866,wasseraufbereitungsmethode entwickeln -- ausarbeit strategie entwicklung nutzung wasseraufbereitungsanlag -plänen unterstützung anlagenkonzeption -- planung aufbereitungsmethoden ermittlung erforderlich maßnahme potenziell risiko -- 
5867,physisch eigenschaft textilie testen -- bewertung physisch eigenschaft textilie mittels testverfahren -- regel entsprechend norm -- umfassen fasererkennung fehlerbehebung -- 
5868,präoperativ untersuchung durchführen -- durchführen test geplant chirurgisch eingriff berücksichtigung möglich risikofaktor -- klinisch bewertung -- wahrscheinlichkeit asymptomatisch anomalio schwere geplant chirurgisch eingriff ergeben -- 
5869,haccp-inspektion wasserorganisme durchführen -- überwachen prüfen geschlachtet wasserorganisme -- feststellen -- unverfälscht zustand befinden somit inspektionsvermerk erhalten -- überprüf -- anlage prozesskontrollplan haccp-gestützt inspektionsmodellprojekt -- himp -- folgen -- gemäß mitarbeiter akzeptabl produkt teil akzeptabl trennen -- 
5870,3d-figur schaffen -- entwicklung 3-d-modell umwandlung digitalisierung zuvor entwickelt figur speziell 3-d-werkzeug -- 
5871,systemprotokolle führen -- führen systemprotokolle handbücher dokumentation prüfung betrieb ausrüstung -- 
5872,art behinderung -- wesen art behinderung -- mensch betreffen -- physisch -- kognitiv -- geistig -- sensorisch -- emotional entwicklungsbezogene -- besonderer bedürfnis infrastrukturanforderung mensch behinderung -- 
5873,erstellung labordokumentationen assistieren -- unterstützung dokumentation laborarbeit -- insbesondere berücksichtigung richtlinie standardarbeitsanweisung -- 
5874,menschenrecht verteidigen -- schutz menschenrecht kollege relevant zivilbevölkerung -- 
5875,"digital hardware bedienen -- fähigkeit verwendung gerät monitor -- maus -- tastatur -- speichergeräten -- druckern -- scanner usw. durchführung tätigkeit anschließen -- hochfahr -- herunterfahren -- neustart -- speichern datei usw. 
   "
5876,"information -- objekt ressource organisieren -- verstehen aufgabe verbunden prozeß -- organisieren information -- objekt ressource systematisch methode vorgegeben standard sicherstelle -- aufgabe bewältigen -- 
   "
5877,prospektionsdat verarbeiten -- analyse interpretation prospektionsdat vielzahl quelle satellitenbeobachtung -- luftbilder lasermesssystemen -- 
5878,blechschüttelapparat bedienen -- bedienen schüttelapparat öffnen luftventil -- werkstück ausgestanzt teil schüttelapparat fallen -- vermischen schütteln -- bevor material recycelt wiederverwenden entsorgen -- 
5879,muldenkipper bedienen -- bedienen knickgelenkt starr muldenkipper schwerlasteinsatz transport schüttgut bergbau -- anwendung fähigkeit räumlich vorstellungsvermögen bewegen fahrzeug -- 
5880,fluss geschreddert tabak steuern -- steuer tabakfluß -- sicherstellen -- zigarette angegeben menge geschreddert tabak enthalten -- 
5881,vagrant -- -- vagrant -- software-programm durchführung konfigurationsidentifizierung -- -überwachung -- -buchführung -audit -- 
5882,getreidelagerung leiten -- transportieren getreide silos zwecks lagerung -- verbrennen verpacken reststroh balle -- 
5883,meeresverschmutzung vermeiden -- organisation überwachung umweltschutz anwendung vorschrift vermeidung meeresverschmutzung -- 
5884,sendeausrüstung warten -- wartung -- prüfung reparatur ausrüstung gewährleistung betriebskontinuität -- 
5885,gemmologie -- zweig mineralogie -- natürlich künstlich edelstein erforschen -- 
5886,optisch gerät bedienen -- verwenden speziell optisch gerät -- optisch werkstück schneiden -- polieren -- anpassen verfeinern -- 
5887,künstlerisch ansatz interpretation entwickeln -- beitrag künstler entwicklung künstlerisch ansatz kreativ projekt -- analysieren bewerten praxis erfahrung allgemein zusammenhang künstlerisch vorschlag -- analysieren künstlerisch ansatz beschreiben künstlerisch vision schaffung rolle -- ermitteln bestandteil show -- entwickeln künstlerisch absicht choreografen regisseur verstehen charakter show -- mitwirken kreativ prozess -- vorbereitung produktion show beitragen -- 
5888,klärgrube instand halten -- instandhalt kanalisationssystem wohngebaud unternehmen -- abwasser klärgrube sammeln feststoffabfall trennen -- durchführen routinewartung reinigungsaufgabe -- identifizieren beheben mängeln -- 
5889,pflegeprogramm kind umsetzen -- durchführen aktivität kind entsprechend körperlich -- emotional -- intellektuell sozial bedürfnis mithilfe geeignet werkzeug gerät -- interaktion lernen erleichtern -- 
5890,flutsanierungskonzept entwickeln -- entwickeln plan ausrüstung verhütung effizient hilfe überschwemmung bewertung risiko -- ermittlung verbesserung bezug bestehend strategie entwicklung neu flutsanierungskonzept -- 
5891,"cloud-dienst entwickeln -- erstellen code -- cloud-dienst interagieren -- api -- sdk cloud-cli verwenden -- erstellen code serverlos anwendung -- übersetzen funktional anforderung anwendungsdesign -- implementieren anwendungsdesigns anwendungscode -- 
	 "
5892,geflügel einfangen -- einfangen geflügel untersuchung -- behandlung beförderung -- 
5893,zusammenstellung diät -- planung -- auswahl -- zusammensetzung herstellung diät gesund krank mensch -- 
5894,eclipse -- software integriert entwicklungsumgebung -- -- computerprogramm -- eclipse -- handeln reihe tool schreiben programm -- z. b. compiler -- debugger -- code-editor -- code-highlight -- paket einheitlich benutzerschnittstelle einbinden -- eclipse eclipse foundation entwickeln -- 
5895,diätkost vorbereiten -- zubereit kochen speziell mahlzeit entsprechend ernährungsbedürfniß -beschränkung einzelne zielgruppe -- 
5896,medizinprodukt testen -- teste medizinprodukt wirkung wechselwirkung labor -- 
5897,künstlich tierbesamung durchführen -- durchführen besamung gewährleistung ausgezeichnet hygiene -- vermeidung verletzung -- minimal beschwerde wohlbefinden tier -- 
5898,gesprochen portugiesisch verstehen -- verstehen portugiesisch sprache gesprochen form -- 
5899,störung vitalfunktion -- merkmal störung vitalfunktion -- bewusstsein bewusstlosigkeit -- atmung kreislaufsystem -- blutung -- stöß -- künstlich atmung -- 
5900,ausrüstung fischereifahrzeug verwenden -- vorbereiten fischfangausrüstung schiffsdeck erfolgreich fangtätigkeite entsprechend anweisung vorgesetzter -- effizient aussetzen einholen fanggerät -- 
5901,ballast nutzen -- bedienen ballastsystem -- leeren füllen ballasttank -- 
5902,nutzer -- nutzerinn sozial dienst vertreten -- sprechen name nutzer sozial dienst -- anwenden kommunikativ fähigkeit kenntnis einschlägig bereich -- benachteiligt nutzer unterstützen -- 
5903,material puppenherstellung -- eigenschaft verschieden art material holz -- kunststoff -- harz -- ton -- schlamm porzellan herstellung reparatur puppe -- 
5904,montagevorgäng überwachen -- technisches anleit montagearbeiter überwachen fortschritt -- einhaltung qualitätsstandard erreichen produktionsplan festgelegt ziel gewährleisten -- 
5905,geschrieben romani verstehen -- lesen verstehen schriftlich text romani -- 
5906,bühnenausstattung digital zeichnen -- zeichnen gestalt bühnenausstattung mithilfe software cad -- 
5907,sicherheitsausrüstung lackierarbeit nutzen -- tragen geeignet sicherheitsausrüstung gesichtsmaske -- handschuhe overall schutz toxisch chemikalie -- lackierarbeit freisetzen -- 
5908,arbeitssicherheit überwachen -- gewährleist sicherheit personal ort -- überwachen korrekt verwendung schutzausrüstung kleidung -- verstehen umsetzen sicherheitsverfahren -- 
5909,humanitär hilfsprogramm handhaben -- erleichtern verteilung humanitär hilfe gebiet -- krieg -- naturkatastrophe ökologisch problem gefahr betreffen -- 
5910,linguistik lehren -- unterricht studierend theorie praxis linguistik -- insbesondere sprachtypologie -- sprachdatenverarbeitung -- kryptoanalyse -- semiotik -- syntax -- pragmatik -- phonetik morphologie -- 
5911,ethisch verhaltensrichtlini unternehmen einhalten -- einhalten befolgen ethisch verhaltensrichtlini -- unternehmen betrieb fördern -- sicherstelle -- ablauf tätigkeit gesamt lieferkette verhaltensrichtlini ethisch standard entsprechen -- 
5912,gusskernteil zusammensetzen -- zusammensetze gusskernteil verwendung geeignet handwerkzeug kran -- 
5913,wirtschaftlich technisch frage fremdsprache erörtern -- beherrschen mehrere fremdsprachen -- wirtschaftlich technisch frage verschieden lieferant kunde erörtern -- 
5914,kroatisch -- kroatisch sprache -- kroatisch amt arbeitssprache eu -- 
5915,"zylinder manövrieren -- rolle positionieren zylinder regal hand mithilfe kettenzug -- 
    "
5916,musikinstrument entwerfen -- entwickeln entwerfen musikinstrument gemäß kundenspezifikation -- 
5917,hobelmaschine einstellen -- verwenden handräder einstellung höhe druckbalk dickenhobelmaschine entsprechend erforderlich schnitt erforderlich dicke werkstück -- 
5918,lettisch sprechen -- mündliches kommunizieren lettisch sprache -- 
5919,"kunde -- kundin veterinärmedizinisch beraten -- beraten kunde strukturiert empathisch weise -- relevant klinisch information gesundheitszustand -- behandlungsmöglichkeit sonstig laufend pflege tier ermitteln bereitstellen -- 
	 "
5920,"verfahren erfüllung anforderung flug unbemannt luftfahrzeug durchführen -- sicherstelle -- betriebszertifikat gültig konfigurationseinstellung korrekt -- prüfung flugeignung motor -- 
	 "
5921,"gewinnsumme toto berechnen -- berechnen derzeitig gewinnsumme -- eintreten gewettet ergebnis auszahlen -- 
    "
5922,adiposita -- ursache -- pathophysiologie auswirkung überschüssig körperfett gesundheit -- 
5923,servicevertrag bohrindustrie managen -- erstellen verwalten serviceverträg person -- bohrunternehmen beschäftigen -- art -- dauer -- gebühr merkmal zusammenarbeit unternehmen betreffend person festlegen -- 
5924,bestellung bäckereizutat aufgeben -- berechnen bestellen richtig menge bäckereizutat -- mehl -- salz -- butter usw. -- -- 
5925,unterstützung finanzkalkulation leisten -- unterstützen kollege -- kunde partei komplex finanzunterlag -berechnungen -- 
5926,beschaffung meteorologisch gerät planen -- plane organisieren bestellung beschaffung geeignet meteorologisch gerät werkzeug wettervorhersage -- 
5927,zusammenfassung erstellen -- verfassen zusammenfassung inhaltsangab dokument darstellung wichtig punkt -- 
5928,datenbankschema konzipieren -- entwickeln datenbankschema regel relational datenbank-managementsystem -- relational database management system -- rdbms -- -- logisch gruppe objekt -- tabell -- spalte prozeß -- erstellen -- 
5929,rotationstiefdruckpreß einstellen -- einziehen papierbahn bedruckstoff presse anpassen temperatur -- führung spannleist -- 
5930,bodenstruktur -- vielfalt bodenbestandteil bodenart bezug pflanzenwachstum -- 
5931,unterhaltungselektronik -- funktionsweise elektronisch konsumgut fernseher -- radio -- kamera anderer audio videogerat -- 
5932,grundsatz gebäudekonstruktion -- komponente grundsatz bauwesen -- z. b. wandbauart -fundamente -- mangel wand bedachung möglichkeit mängelbeseitigung -- 
5933,schmuckstein polieren -- verwenden poliermittel feinkörnig diamant entfernen steinmeng -- glänzend oberfläche gut lichtbrechung lichtreflexion erhalten -- 
5934,"ökotourismus -- praxis nachhaltig reisen naturgebiet -- lokal umwelt erhalten unterstützen ökologisch kulturell verständnis fördern -- regel beobachtung wildtier natürlich lebensräume exotisch umgebung -- 
    "
5935,korbwerkstoff handhaben -- verändern eigenschaft -- form größe verschieden art traditionell webmaterial pflanze holzwerkstoffen -- 
5936,interdisziplinär zusammenarbeit gesundheitswesen -- korrekt verhalten teammeeting -- besuch treffen rahmen berufsübergreifend zusammenarbeit -- insbesondere angehörige gesundheitsberufe -- 
